reviewText|sentimentScore
I watched the first series avidly, but wondered whether I'd go back again after a lengthy break from it. However, I tuned into episode one of Series 2 and was hooked all over again. This really is excellent telly; ground-breaking stuff like Mission:Impossible back in the 1960s. The characters are well rounded, and expand as the series goes on, they change as they adapt - some more readily than others - to their new surroundings, but they cleverly remain strictly in character, and yet it is more than possible to have sympathy for someone whom you wouldn't have thought you could ever feel sorry for, when something really crushing happens to them. I hope there will be many years of 'Lost' to look forward to - and I don't actually mind all that much if I never get answers to all the mysteries!|1
By the late forties the era of the screwball comedy was over, as films were moving in a different direction, comedically and otherwise. With television looming on the horizon, Hollywood would soon be in for a very rough time. Where, one wonders, would movies have gone had television not come along, or its arrival on the scene been delayed by five or ten years? Mr. Blandings Builds His Dream House offers one particular way comedy might have developed.<br /><br />Ad man Jim Blandings, along with his wife and two daughters, are living in a nice but way too cramped New York City apartment, as one day he gets the bright idea that it might be fun to realize his dream of building a house in the suburbs. So he buys some property in Connecticut and has one built to his precise specifications. Well, almost. Had he known the trouble he was in for he might have changed his mind. Then again he might not have. You decide. On this frail premise a wonderful film results, full of conflict between the middle class dream of owning one's own home and the the oftentimes unpleasant reality of acquiring one. Nothing comes easy in this life, as Mr. Blandings learns; but one needn't be miserable just because things don't always go one's way. There is, after all, the long run. But, Blandings asks himself every few minutes, how long is long?<br /><br />This movie is a delight. It is not, I suppose, a masterpiece in the Capra-McCarey tradition, but it is a worthy successor to their thirties pictures, and may well have been a harbinger of things to come had the arrival of television not changed the cultural landscape so radically. There is real warmth in the picture, and a good deal of (W.C.) Fieldsian hard-edged reality obtruding periodically, but not so much as to leave a bad taste. The people in the film are all very smart and affluent, but decidedly of the professional upper middle not the idle rich upper class.<br /><br />Lead players Cary Grant and Myrna Loy plays Mr. and Mrs. Blandings to perfection; while Melvyn Douglas is fine as their pragmatic lawyer friend, who often has to bring up unpleasant topics, such as how the real world works. There is, too, a wonderful sense of what for want of a better term one might call the romance of suburbia, which was in its infancy in the immediate postwar years, as one sees the woods and streams that drew people to the country in the first place. These people are most definitely fish out of water in the then still largely rural Connecticut. In a few short years things would change, as the mad rush to suburbia would be in full gear, destroying forever the pastoral innocence so many had yearned for in the small towns, which soon would be connected by highways, littered with bottles and cans, their effluvia rivaling anything one would encounter in the city.|1
It surprises me that I actually got the courage to watch the bio flick or flicks "Che: Parts 1 & 2". Why? Because if my Cuban exile parents would ever found out I saw this movie about this despicable mass murderer of the Cuban revolution, I would be grounded for life. Hey wait? I am an adult, they can't ground me no mas. Director Steven Soderbergh, and newbie commie (sorry Steven, but I had to take Soder shots here) divides the movie in two partes on Commander Ernesto "Che" Guevara's revolutionary life. "Che: Part 1" presents how Che in the mid 1950's joined Fidel Castro's guerilla crew in their revolutionary quest to overthrow Cuban President Fulgencio Batista's regime; which as we all know was a revolutionary success for them, but a gargantuan guerilla disaster to many Cubans as it revolted into Communism. "Che: Part 2" presents Che trying to revolutionize the T-Shirt industry by pitching T-Shirts with his appalling bearbado face to T-Shirt manufacturers. OK, I am che-chatting a lot of crap towards your way! I meant to say the 'Che: Part 2" focuses on Che in the late 60's trying to bring back the revolution, this time to a poverty-stricken Bolivia, but with far different results. In fact, Che ended up being dead meat enchelada when he was captured and killed by the Bolivian militia in 1967. Soderbergh does not include the in-between time of those two instances in Che's life when he commanded the despicable La Cabana Fortress Prison in Cuba, where he mass murdered many Cubans who opposed Communism. That is where I think Soderbergh executed a cinematic injustice by not showing the viewers how atrocious Guevara really was. I did decide to see "Che" in hopes that Soderbergh would not glamorize him, but instead present how disturbed he really was. Unfortunately, Soderbergh did not do the latter and sadly decided to present Guevara as a Revolutionary hero, which he was not. He was a sick man who thank God is now probably at the bottom of the devil barrel. Now, I do have to be an objectivistic reviewer and must admit that Benicio Del Toro's performance as Che was extremely commanding, and worthy of merit. And that Demian Bichir was a haunting dead-ringer as Fidel Castro in his meticulous performance. But the rest of the cast of "Che" was primarily comprised of mediocre performances of actors portraying Guerilla soldiers. And as much as I do admire Matt Damon, why did Sodebergh throw him in the revolutionary mix in a Spanish-speaking cameo performance portraying a Bolivian delegate? Soderbergh did not have to present this biopic which is mostly "too much talk and not enough action" in 4 hours and 30 minutes. We have had too much of Che already, even posthumously with those ridiculous t-shirts, so why give us too much more of him? But I guess when you have the Del Toro by the horns (as you did here Steven), I guess it is your saving grace for not totally executing "Che: Parts 1 &2". *** Average|1
With the release of Peter Jackson's famed "Lord of the Rings" trilogy, it is even easier to dismiss Ralph Bakshi's 1978 animated Lord of the Rings film as inferior. I agree with the majority that Jackson's trilogy is the essential film adaptation of Tolkien's work, but that does not prevent me from enjoying Bakshi's ambitious pioneering effort. Jackson has admitted that he received at least some inspiration from seeing Bakshi's film and there are some clear similarities between their adaptations.<br /><br />The film's colorful picturesque backdrops are excellent and the score is memorable. I was for the most part satisfied by the drawings of the characters. The pairs of Pippin and Merry and Eowyn and Galadriel are mostly indistinguishable from each other visually, the Balrog and Treebeard were unimpressive, but these points didn't bother me very much. However, the Nazgul are aptly drawn and made sufficiently eerie. The only character representation I was bothered by was Sam's; he was made to look unbecomingly silly.<br /><br />This film is novel for its animation techniques. In addition to hand-drawn characters, live actors are incorporated into the animation through rotoscoping. It is quite apparent which characters are hand-drawn and which are rotoscoped, but none the less I found that the film's style was a novelty. The use of rotoscoped live actors for the battle scenes was a good decision and helped these scenes turn out well.<br /><br />The voice acting was generally of high quality. Particularly good was John Hurt, who provided an authoritative voice for Aragorn. Aragorn isn't a favorite character of mine from the stories, but backed by John Hurt's voice he was my favorite character in this adaptation. My other favorite was William Squire, whose voice is appropriately strong for Gandalf. The only actor who seemed inappropriate was Michael Scholes as Sam, whose voice acting was irritating and added to Sam's unfortunately silly image. The only other bothersome part of the voice acting is the mispronunciation of character and place names. Particularly strange was the decision to frequently have Saruman referred to as "Aruman".<br /><br />In producing this film, Ralph Bakshi expected to have the ability to produce two films. Hence, this film contains about half the story, from the start of "The Fellowship of the Ring" to the end of the battle at Helm's Deep in "The Two Towers". The obvious implication of this is that the film's story is a highly condensed version of the story from the books. I enjoy the original stories and more thorough adaptations, but the liberties taken to compress the story didn't bother me, even the choice to leave Arwen out of the story. Enough of the key elements of the story were in this film to keep me engaged for the duration and there was even a novelty in being able to breeze through half the Lord of the Rings story in 132 minutes. The battle scenes were impressive and in particular the orc march to and battle at Helm's Deep were tremendous.<br /><br />Ralph Bakshi's version of "The Lord of the Rings" isn't perfect and no doubt a number of Lord of the Rings readers lament the cuts to the story. However, for me the drawbacks of this film were minor compared to the thrill of seeing an effective adaptation of half of a great trilogy. My only strong lament is that I am unable to see the second part of this "first great tale" of The Lord of the Rings since Bakshi was not given the budget to create a sequel.|1
Okay, so the first few seasons took a while to get going on the special effects way, but from the beginning, Hidden Frontier has given consistently good story lines and performances, and have always been willing to mistakes they've made. They advice people to see newer episodes first, so they can see just how good the show is, and understand how much it has changed since the first episodes. The cast have a fantastic camaraderie and it shows on-screen. <br /><br />The influx of guest actors who make their mark on the show and with fans attests also to the show, as the story lines go from strength to strength. The show has pushed barriers with its various story lines - depression, drug addiction and mainstream homosexuality - and these may have rubbed a few people the wrong way, but that is what Star Trek is and was all about. It portrays those story lines in a smart and emotional way, dealing with them subtly and smoothly. <br /><br />Yes, they have used some characters from Trek history, but they have done them justice - characters like Shelby, Lefler and Necheyev, vastly underused in the show, had a rebirth in the New Frontier books, but they lost their sizzle after a while, when Peter David when more towards wild fantasy versus serious sci-fi, and HF shows those characters in a completely different light, which serves them better. <br /><br />The site also allows fans to interact with chat rooms and forums and they can get to know the people involved. They release bloopers for every episode, so the fans can see what a laugh they have, because they are people doing it in their spare time, with a dedication that would make many professional actors wide-eyed in shock! <br /><br />What this series, now drawing to a close after 7 years, has accomplished on such a limited amount of resources is nothing short of amazing - bringing people together, inspiring others to do the same. HF will live for a long time after it ends, as long as people still enjoy the reason it started in the first place.|1
After all these years I still consider this series the finest example of World War II documentary film making. The interviews with the many participants from all countries set this apart from any other project. It would be great to see a contemporary documentarian(Ken Burns ?) take on this topic and try to gather information from veterans before they are all gone. With modern technology to improve old archival footage and lots of information that has been unearthed since 1974 when The World At War was produced, an updated version of this series would be welcome. The History Channel has made some fine shows dealing with many aspects of WWII but an expansive series such as the World At War has not been successfully attempted since the original. If you are interested in this era don't miss this series. It is required viewing.|1
I just saw this at the Toronto Film Festival, and I hope it gets wide release because I want to see it again! It is a character-driven film, and Andrew and David are more than up to the task. Any discussion of the plot might be<br /><br />considered spoilers, so I'll just say that the storyline is clever, the acting is superb, and the effects are amazing. Well-filmed and well-paced too. One of the best films I have seen in ages, and very refreshing in this summer of dreary<br /><br />movies. It had the audience laughing the whole time. See it if you can. (I particularly liked the "Candy bar! Candy bar!" scene.)|1
Compelling and Innovative! At the beginning of this criminally underrated Whoopi Goldberg flick the writers draw a parallel between Theodore Rex and the 1941 Orson Welles classic "Citizen Kane". The writers are justified in drawing such a seemingly disparate parallel, but the viewing public is too often hoodwinked into seeing overly hyped Hollywood schlock to appreciate the subtle similarities between these two movies. In "Citizen Kane" Charles Foster Kane is feared and admired by his colleagues and his underlings, much like Whoopi Goldberg in this movie. This movie is about finding love in everybody's differences. It is an epic examination of the fear of abandonment and the need for love and acceptance in a society that is dominated by greed and self-absorption. Whoever paired Whoopi Goldberg and Theodore Rex formulated a dyad for the ages, with the only justifiable comparisons being Bogey and Bacall, Hepburn and Tracy and Hall and Oates. If you would love to watch an uplifting, celluloid philosophical examination of some of humanity's deepest drives; Bergman-esqe but not as depressing, Theodore Rex should be viewed immediately!|1
This would have been my number one movie of the year for 1991, except it got beat out by the brilliant JFK. This is such a wonderful movie! I loved it. I love stories where different characters' lives intersect with others and how deal with their lives. Kevin Kline is good here, but is outshined by Danny Glover and, especially, Steve Martin. I've never much like Martin or his style, but here he is great. I loved the whole speech he gave to Kline near the end about the Grand Canyon. The writing was excellent. Larry Kasdan is, IMO, a great dialogue writer, along the ways of Kevin Smith and Quentin Tarantino. Here, he has formed several three-dimensional characters and well thought out storylines, and messages that give a positive feel to our lives. A truly excellent film. 4 out of 4 stars|1
I was very surprised with this film. I was touched with the lives that paulie touched along his way to find his "marie" the little girl he was separated from. The humor was also very good and it did not hurt the story as i thought it would probably do. Actually i was expecting "paulie wants a cracker" jokes to hurt this film but even that was done in a very humorous scene that turns very touching when paulie is in the research lab press room conference. So if you wish to see a good "animal that talks" film check this one out, much better than Dr. DOLITTLE in my opinion. PAULIE also has a surprised twist in the end that is done very nicely as well.|1
Brilliant movie. The drawings were just amazing. Too bad it ended before it begun. I´ve waited 21 years for a sequel, but nooooo!!!|1
This is why I still have nightmares.<br /><br />This terrifying film (a musical) was considered appropriate for children in the 1970s.<br /><br />A boy leaves on a magical journey to an island. The mayor of the island, Pufnstuf, allegedly a dragon, looking more like a newt with conjunctivitis to me, and a magic talking flute are targeted by a witch (Billie Halliday, who was considered 'a bit of alright' at the time).<br /><br />The flute is recovered at an 'interesting' witches convention, with the witches having a gay old time. The boy dresses in drag then as a 'fairy' to recover the flute.<br /><br />Not suitable for children.|1
Norman, Is That You? was (this is all third hand, so take it with a grain of salt) adapted to an African American family from a Jewish one, when it made the transition off stage and onto screen. Also, it was one of those movies originally filmed in video, so the prints from the theater can't have been that great. Still, performances by Redd Foxx and others were pretty good. <br /><br />What I wanted to tell you all is that the movie is a PERIOD PIECE: it reflected the attitudes in the mid to early 70s about finding out you have a gay son or daughter in your family. For that reason alone, it's pretty interesting- if not a little "hollywood". Don't believe me? Check out lines about curtains, etc. Very stereotypical. Not too deep.<br /><br />But... the movie really shines in a couple of areas. There is a side splitting scene when Redd Foxx is trying to find his wife, who's run away with his brother (!) to Ensenada in a souped up Pinto. The phone conversation across the border is really memorable. <br /><br />But... the best scene in the movie is when Wayland Flowers and Madame did his/their gay routine that he used to do in gay bars and nightclubs. To the best of my knowledge, this is the only time that routine was filmed. And, it's a slightly cleaned up and much shorter version, I'm told. Still, it's vintage Madame, and shouldn't be missed. People are still stealing lines from Wayland; the man was truly gifted. Enjoy the movie!|1
"Imagine if you could bring things back to life with just one touch" As soon as I first heard that, my attention was locked on the Trailer, And after the First Episode I found my self in love with this show. A Modern day Fairy Tale that Brings my Spirits up and Holds my attention throughout the entire show. I think the Acting and Casting is just perfect, Each Character brings Something Unique to the show that adds to it's perfection. Even the one time Villains manage to overflow with A Unique sense, From the Bee Man to the Guy who can Swallow Kittens, they never seem to let me down. And the Deaths that would Normally lead to a Depressing Moment often end up being Purely Comical (Such as an Exploding Scratch & Sniff book)<br /><br />Even with the large amount of Crime shows we have now a days, Daisies is one of the few that really stands out from the rest, Being not just a Mystery but a love story, Comedy and a Fairy Tale with a hint of Drama all baked into one Wonderful pie.....err show.<br /><br />What really shocked me was the fact that it was on ABC, For Years I never had a reason to turn to ABC, But this brought me back each week with a Smile on my face. It was as if Pushing Daisies Brought ABC back to life for me. But just like that, after two seasons, A few Awards, A Large Fan Base and Positive Responses from Critics the show has been dropped. It seems as though Ned has Touched ABC again and forever killed it for me. I will always be a fan of this show though, And I Recommend this to anyone who likes a lot of talking and a lot of love from the shows they watch.|1
ANCHORS AWEIGH sees two eager young sailors, Joe Brady (Gene Kelly) and Clarence Doolittle/Brooklyn (Frank Sinatra), get a special four-day shore leave. Eager to get to the girls, particularly Joe's Lola, neither Joe nor Brooklyn figure on the interruption of little Navy-mad Donald (Dean Stockwell) and his Aunt Susie (Kathryn Grayson). Unexperienced in the ways of females and courting, Brooklyn quickly enlists Joe to help him win Aunt Susie over. Along the way, however, Joe finds himself falling for the gal he thinks belongs to his best friend. How is Brooklyn going to take this betrayal? And does Joe end up with Susie, who loves him too?<br /><br />The first and second times I saw ANCHORS AWEIGH, I also saw it at the same time as I did ON THE TOWN, the Kelly/Sinatra collaboration from 1949. Both times I felt that ANCHORS AWEIGH was the better film in terms of plotting and structure--all the dances and songs fit the moment in the plot, and they develop the characters and story rather than hamper them. Yet, both times I came away feeling that ON THE TOWN is the better film overall. Having now seen both films a third time, I still stand by that judgement. Somehow ON THE TOWN, as a film and a piece of entertainment, is just lighter, gayer, purely and simply *happier*. The numbers are more outrageous and less integral to the plot, and yet somehow it works better than all the dances and singing in ANCHORS AWEIGH. I'm not quite sure why this is. The typical argument is that the latter film is over-long: at almost two and a half hours, this is certainly a valid criticism to make. I certainly felt the length the first two times I saw it! However, it's also a film that grows on you--the more you see it, the shorter it feels and the more you appreciate the technical mastery involved in its making. And yet, something just doesn't hang together quite right. It feels almost as if the script was pored over, and *every* single moment when Kelly could break into dance or Sinatra into song was noted, and that's exactly what happened. No opportunity to shoehorn a musical number in was given up... and that's probably the film's biggest weakness. It has 16 numbers (give or take a few), and no matter how big a fan you are of Kelly or Sinatra, this really starts to turn one numb after a while. (Contrast this, for example, with the ten numbers in ON THE TOWN.) You might well feel that each song, each dance, can't be taken out of the film without leaving it lacking... and that's true. But that's also because the writers weren't more restrained in adding them in in the first place.<br /><br />All this long preamble doesn't mean there's nothing good about ANCHORS AWEIGH. The musical *is* splashy with great songs bursting out all over, like the duets between Kelly and Sinatra ('We Hate To Leave', 'I Begged Her' and 'If You Knew Susie'), the singing of Sinatra ('What Makes The Sunset', 'The Charm Of You', and the best of all, 'I Fall In Love Too Easily'), and without a doubt the always inventive, always breathtaking dancing of Kelly. It's also hard to miss with a cast of this calibre. Grayson is sweet and seems to improve on each viewing (her voice becoming stunning rather than frightening); Jose Iturbi's role is written sympathetically and he does a great job with it; even Clarence's own Brooklyn, Pamela Britton, is cute and charming... as close as one could get to Betty Garrett without being Garrett herself! Sinatra is adorable with those blue eyes and curls of his, and plays the innocent boy-man wonderfully (a role he reprises in ON THE TOWN). His singing is, as usual, simply faultless from enunciation through to timing and phrasing. His solo numbers might seem to drag a little, but when you've got the voice of a century, showcasing it is probably as good a reason as any to slow up the rest of the film!<br /><br />Gene Kelly's sheer genius in this film is worthy of its own paragraph. Third in the billing behind Sinatra and Grayson respectively, ANCHORS AWEIGH really is Kelly's film. His Joe Brady is a believable, real character--he's tough on the outside, glib and willing to lie when necessary to win a gal, but he's actually the biggest softy on the inside. Kelly makes this charming rather than cloying, but also gives Joe a real edge that you see in the scene when Joe chases Brooklyn around the room with a genuinely murderous look on his face and his breakfast tray in his hands. And the *dancing*--again, the film suffers from the 'too much of a good thing spoils the effect' syndrome, as it does with Sinatra's singing. But once again, if it's Gene Kelly doing the softshoe, or tapping across the screen in a sailor's outfit or dressed up as a bandit chief... might as well err on the side of overdoing it! All of Kelly's dances are breathtaking, be it the pared-down simplicity of his tap number with Sinatra to 'I Begged Her', his 'Mexican Hat Dance' with the sweet wide-eyed little girl, or his lavish Spanish-influenced dance 'La Cumparsita'. Of course, the classic image left in audiences' minds for all time would be Kelly in his red, white and blue sailor suit, dancing with Jerry Mouse of 'Tom & Jerry' fame. A well-deserved golden film memory, to be sure--it's not often that one can say you're impressed by the special effects in a film made in 1945, given the saturation of CGI in the contemporary film market. But Gene and Jerry still look great, with Kelly always hitting his spots and looking exactly where he needs to look. It *would* turn out that just about the only people who could really keep up with Gene Kelly would be Kelly himself (in COVER GIRL) and a cartoon animation. <br /><br />It's doubtless that this first daring, inventive Kelly dance with Jerry has reserved a place for ANCHORS AWEIGH in film history and the hearts of classic film buffs. But it's also notable for being the first of three Kelly/Sinatra film collaborations, and though rather too drawn-out, still a great couple of hours of entertainment. Watch it first, then again and maybe again--it'll grow on you before you realise it! 7.5/10|1
French horror cinema has seen something of a revival over the last couple of years with great films such as Inside and Switchblade Romance bursting on to the scene. Maléfique preceded the revival just slightly, but stands head and shoulders over most modern horror titles and is surely one of the best French horror films ever made! Maléfique was obviously shot on a low budget, but this is made up for in far more ways than one by the originality of the film, and this in turn is complimented by the excellent writing and acting that ensure the film is a winner. The plot focuses on two main ideas; prison and black magic. The central character is a man named Carrère, sent to prison for fraud. He is put in a cell with three others; the quietly insane Lassalle, body building transvestite Marcus and his retarded boyfriend Daisy. After a short while in the cell together, they stumble upon a hiding place in the wall that contains an old journal. After translating part of it, they soon realise its magical powers and realise they may be able to use it to break through the prison walls.<br /><br />Black Magic is a very interesting topic, and I'm actually quite surprised that there aren't more films based on it as there's so much scope for things to do with it. It's fair to say that Maléfique makes the best of it's assets as despite it's restraints, the film never actually feels restrained and manages to flow well throughout. Director Eric Valette provides a great atmosphere for the film; the fact that most of it takes place inside the central prison cell ensures that the film feels very claustrophobic, and this immensely benefits the central idea of the prisoners wanting to use magic to break out of the cell - it's very easy to get behind them! It's often said that the unknown is the thing that really frightens people, and this film proves that as the director ensures that we can never really be sure of exactly what is round the corner, and this helps to ensure that Maléfique actually does manage to be quite frightening! The film is memorable for a lot of reasons outside the central plot; the characters are all very interesting in their own way and the fact that the book itself almost takes on its own character is very well done. Anyone worried that the film won't deliver by the end won't be disappointed either as the ending both makes sense and manages to be quite horrifying! Overall, Maléfique is a truly great horror film and one of the best of the decade - HIGHLY recommended viewing!|1
My all-time favorite movie. Oscar-caliber work by everyone involved, both in front of and behind the camera. The screenplay is perfect, and works out the relationship between Lady Caroline and George Briggs in a completely satisfying way, unlike the novel. The care with which the other leading characters have been drawn is a tribute to screen writer Peter Barnes, and the intense visual beauty should have won Oscars for director Mike Newell and cinematographer Rex Maidment. It is Josie Lawrence's best work by far, and transformed my opinion of Joan Plowright. Having watched this movie at least 50 times, I can find no fault in it. The music, by famed composer Richard Rodney Bennet is a marvel.|1
Spider-Man is in my opinion the best superhero ever, and this game is the best superhero game ever. While it may be somewhat easy, you have to play it several times to get all the costumes and comic book covers, which makes up for how easy it is to get through the game. It may seem hard to control at first, but once you get the hang of it, you will be web-slinging like Spider-Man himself.<br /><br />The bosses, while like the levels are somewhat easy, are fun. The first boss, Scorpion, is incredibly easy to beat, which shouldn't be so because as fans of the comic books know, Scorpion is one of Spider-Man's most deadly villains. The second boss, Rhino, is also very easy. The 3rd boss is Venom, who is in my opinion the easiest boss in the game, which definately shouldn't be. The 4th boss is Venom again. This time, he is a little bit more difficult to beat but still easy. The 5th boss is Mysterio, who I think is the funnest boss to battle in the game. He is also one of the harder bosses, but once again, still fairly easy. Next boss is Carnage, who is, you guessed it, easy to beat. But Carnage is actually kind of fun to fight. 7th boss is Doctor Octopus, who is like all the other bosses easy, but not as easy as the other ones because he has a shield. The 8th and final boss is exclusive to the game, never in a comic book or cartoon. I won't spoil it for you for those of you who haven't played the game, but the boss is the only boss in the game that isn't too easy. Took me 4 or 5 tries to beat while the others I beat on the first or second tries.<br /><br />All in all, a very good game. I gave it an 8 out of 10. The reasons why I didn't give it a 9 or 10 are that once you get all the costumes and comic book covers it gets kind of boring (getting all that stuff will take a while though), it is not very accurate according to the comic books or cartoon show, the bosses are too easy, and they should have used Hobgoblin and/or Green Goblin as a boss, I think it would be fun to battle someone flying around in the air! They didn't use them in the sequel to this game either! Well the Green Goblin is the villain in the upcoming Spider-Man movie, so hopefully they will make a video game based on the movie.|1
I still liked it though. Warren Beatty is only fair as the comic book hero. What saves this movie is the set, the incredible cast and it offshoots a mediocre script. I really expected something more substantial in the terms of action, or plot but I got very little. The main reason to watch this movie is to watch some of the biggest stars in Hollywood at the time in such an unusual film. <br /><br />The one person who did a terrible job and did not even belong in this film was Madonna. She did not belong in this movie and her acting job was pretty bad. The movie at some points just stood still. You expected something more and you got nothing. Al Pacino plays a really bad dude and he does pretty good. He and Beatty do make an excellent good guy and bad guy. <br /><br />It is also interesting to see Dustin Hoffman, and Warren Beatty in a film other than Isthar. I did not see Ishtar but I heard bad things. The thing about this movie is it is good, but it could have been so much better. I liked it as a child because I thought it looked cool, and visually the movie is amazing, the sets are incredible, the writing is only fair, and with such a cast in the movie I would expect a little better anyway. <br /><br />SPOILER<br /><br />I especially thought the finale was not big enough. It was interesting but for such a grand scale film I just thought it could have ended with a little more of a bang. The reason to watch this movie is the atmosphere. The movie only uses the 7 comic book colors making it all that more excellent visually anyway.<br /><br />The costumes and makeup were flawless as well. The facial makeup for the villains was great. Beatty is just not up to such a bigger than life character. Still, this is a good movie that could have been much much more. It is to me better than Batman, the other comic book adaptation that came out close to the same time. Of course that movie was much bigger in terms of gross.|1
Drum scene is wild! Cook, Jr. is unsung hero of this and many movies. Fantastic actor, great flick. A few twists that keep you moving. A must-see.|1
I really enjoyed this movie. The humor was a bit absent at times but I enjoyed how the story moved between dramatic and serious throughout the film. This is the only the second movie where I saw Verdone acting (the other was 'Un sacco bello'), and I can see why Italians find him tiresome, but he think he played his role well as the loving father.<br /><br />My one drawback with this movie was that I knew it took place in Italy - somewhere in the center or south, I presume, but I felt like there was no representation of a place. This movie could have taken place in New York, Boston, Melbourne, New Dehli...I always think it is important for movies to have a place to give the viewers something to relate to. (Maybe I missed something?) :) If you like Italian films, then I think that you will enjoy this. It's not a Fellini or a Rossellini - it's not realism or neo-realism. It's a comical story with serious moments that could really happen to any of us.|1
First love is a desperately difficult subject to pull off convincingly in cinema : the all-encompassing passion involved generally ends up as a pale imitation or, worse, slightly ridiculous.<br /><br />Lifshitz manages to avoid all the pitfalls and delivers a moving, sexy, thoroughly engrossing tale of love, disaster and possible redemption, while tangentially touching on some of the deeper themes in human existence.<br /><br />The core story is of Mathieu, 18, a solitary, introverted boy who meets Cédric, brasher, more outgoing but just as lonely, while on holiday with his family. As the summer warms on, they fall in love and, when the holidays end, decide to live together. A year later, the relationship ends in catastrophe: Cédric cheats on Mathieu who, distraught, tries to take his own life. He survives and, in order to get perspective back on his life he returns to the seaside town where they first met, this time cloaked in the chill of winter.<br /><br />If the tale was told like this it would never have the impact it does: much of it is implied, all of it happens non-sequentially.<br /><br />The intricate narrative is essential to getting a deeper feeling of the passions experienced, through the use of counterpoint and temporal perspective. Fortunately, the three time-lines used (the summer of love, the post-suicide psychiatric hospital and the winter of reconstruction) are colour coded: warm yellows and oranges for the summer, an almost frighteningly chill blue for the hospital scenes and warming browns and blues for the winter seaside.<br /><br />Both main actors put in excellent performances though, whilst it's a delight to see Stéphane Rideau (Cédric) used to his full capacity (I'm more used to seeing him under-stretched in Gael Morel's rather limp dramas), Jérémie Elkaim (Mathieu) has to be singled out for special mention: you can feel his loneliness, then his almost incredulous passion, then his character crumbling behind a wall of aphasia. Beautifully crafted gestures get across far more than dialogue ever could.<br /><br />The themes touched upon are almost classic in French cinema: our difficulty in really understanding what another is feeling; our difficulty in communicating fully; the shifting sands of meaning The film's title "Presque rien" (Almost Nothing) points to all of these and, indeed, to one of the key scenes in the film: In trying to understand why Mathieu attempted to kill himself, a psychiatrist asks Cédric if he had ever cheated on him "Non enfin, oui une fois, mais ce n'était rien" (No well, yes once, but it was nothing). Cédric still loves Mathieu  he brought him to the hospital during the suicide attempt (none of which we see) and tries desperately to contact him again once he leaves  but cannot understand that he has lost him forever, because something that seemed nothing to him (a meaningless affair) is everything to Mathieu.<br /><br />Whilst the film is darker than the rather unfortunate Pierre et Gilles poster would suggest, it is not without hope: we get to see Cédric's slow, painful attempts to get back in touch with life, first through a cat he adopts, then through work in a local bar and finally contact with Pierre, who may be his next love. But here the story ends: A teenage passion, over within the year, another perhaps beginning. So what was it? Almost Nothing? Certainly not when you're living it|1
This is an extremely dense, somber, and complicated film that unravels quite slowly, revealing excruciating detail, like the attention paid in a novel, and watching this film "IS" like watching a novel unfold. While I didn't care for the narrator, as I felt he was out of balance with the rest of the performances, this film features some of the best ensemble acting I have ever seen, and the lead, Summer Phoenix, is fabulous. Her innocence and naivete some might find implausible, sort of a cross between Cinderella and Alice in Wonderland. I can buy that critique, but she's still fabulous, partially because she's unlike anything I've ever seen before.<br /><br />This film is unbelievably beautiful, filmed by Eric Gautier, and part of what is so unique about this film is how it doesn't ever show what you'd expect. It's always surprising, and despite it's length, the film never reveals more than it needs to. At 163 minutes, it's extremely concise, to a fault, I'd say, which is one of the wonders of this film. It's filled with brief moments which are simply stunning, some of the best you're likely to see all year, and all these moments add up in the end to an extraordinary film experience. The family moments are unique, Ian Holm is brilliant, and what this film has to say about the theater hasn't been seen in films since Cassavetes' "Opening Night," or perhaps Chaplin's "Limelight." But, believe it or not, this film is much "less" conventional. I never knew where this film was going, and now, having seen it, it still has multiple possibilities. This is a powerful, incredibly provocative film.|1
This noir may not be the best remembered film from the era, but it features a great mystery plot, the common noir atmosphere and some good performances from its lesser known cast members. Robert Siodmak, the talented director behind the mystery/horror classic 'The Spiral Staircase' directed this film two years earlier than the aforementioned film, and shows a real flair for creating a dark and brooding atmosphere as well as creating a plot that both intrigues and fascinates the viewer. Phantom Lady focuses on Scott Henderson; a man married to a woman he doesn't like. He picks up a lady in a big hat in a bar one night, and the two agree to a 'no strings attached' night of fun. However, he then returns home to find his apartment infested by police officers and soon finds out that the reason they are there is because his wife has been strangled with one of his neck ties! He's dismayed to find that no one he saw while with the mysterious woman can remember her, and naturally the jury sends him down for the murder of his wife. However, luckily for him his beautiful female employee gets on the case...<br /><br />The plot moves along nicely throughout, and unlike many of the better known noirs, this one features a few murders which make the proceedings more interesting. In fact, if it wasn't for the fact that it was made in the forties and shot in black and white, I would swear Phantom Lady was an Italian Giallo! The central characters are all interesting enough, with Alan Curtis providing a good portrayal of the unfortunate victim, and Ella Raines being effective as the female impromptu detective. The real standout of the film, however, is Franchot Tone, who provides a memorable performance as the insane villain of the piece. The film also features a role for supporting actor extraordinaire Elisha Cook Jr, who features playing the drums in the film's most memorable segment. If I was to criticise this film, I would say that the identity of the murderer is revealed a little too early - although Phantom Lady does deserve some credit on that front for the original way it goes about it. The conclusion is satisfying and everything makes sense (which is amazing considering the unlikely plot line) and overall, Phantom Lady is surely one of the greatest and most under-seen noirs ever made!|1
